FECHA,FCS_ESTACION_RUTABUS,TISC_PERFIL,TISC_TIPO,N
3/5/20,(12007) Zona Industrial,(002) Adulto Mayor,(2) tullave Plus,311
3/5/20,(09110) Avenida Jimenez,(002) Adulto Mayor,(2) tullave Plus,2179
3/5/20,(14004) Museo del Oro,(002) Adulto Mayor,(2) tullave Plus,1397
3/5/20,(06109) Centro Memoria,(002) Adulto Mayor,(2) tullave Plus,302
3/5/20,(06100) Av. Rojas,(002) Adulto Mayor,(2) tullave Plus,459
3/5/20,(06108) Concejo de Bogotá,(002) Adulto Mayor,(2) tullave Plus,321
3/5/20,(06107) Ciudad Universitaria,(002) Adulto Mayor,(2) tullave Plus,442
3/5/20,(10008) San Diego,(002) Adulto Mayor,(2) tullave Plus,390
3/5/20,(10009) Museo Nacional,(002) Adulto Mayor,(2) tullave Plus,804
3/5/20,(10005) Bicentenario,(002) Adulto Mayor,(2) tullave Plus,292
3/5/20,(10002) Av. Primero de Mayo,(002) Adulto Mayor,(2) tullave Plus,1165
3/5/20,(12002) CDS - Carrera 32,(002) Adulto Mayor,(2) tullave Plus,146
3/5/20,(06002) Normandía,(002) Adulto Mayor,(2) tullave Plus,385
3/5/20,(06105) Quinta Paredes,(002) Adulto Mayor,(2) tullave Plus,189
3/5/20,(06101) El Tiempo,(002) Adulto Mayor,(2) tullave Plus,610
3/5/20,(06106) Recinto Ferial,(002) Adulto Mayor,(2) tullave Plus,401
3/5/20,(06001) Modelia,(002) Adulto Mayor,(2) tullave Plus,333
3/5/20,(06102) Salitre El Greco,(002) Adulto Mayor,(2) tullave Plus,553
3/5/20,(06103) CAN,(002) Adulto Mayor,(2) tullave Plus,549
3/5/20,(06104) Gobernación,(002) Adulto Mayor,(2) tullave Plus,356
3/5/20,(06111) Universidades,(002) Adulto Mayor,(2) tullave Plus,740
3/5/20,(10001) Country Sur,(002) Adulto Mayor,(2) tullave Plus,587
3/5/20,(10004) Policarpa,(002) Adulto Mayor,(2) tullave Plus,147
3/5/20,(10003) Ciudad Jardín,(002) Adulto Mayor,(2) tullave Plus,175
3/5/20,(10010) San Bernardo,(002) Adulto Mayor,(2) tullave Plus,308
3/5/20,(10007) Las Nieves,(002) Adulto Mayor,(2) tullave Plus,889
3/5/20,(10006) San Victorino,(002) Adulto Mayor,(2) tullave Plus,860
3/5/20,(40001) Juan Pablo II,(002) Adulto Mayor,(2) tullave Plus,116
3/5/20,(40002) Manitas,(002) Adulto Mayor,(2) tullave Plus,112
3/5/20,(40003) Mirador del Paraiso,(002) Adulto Mayor,(2) tullave Plus,259
3/5/20,(06000) Portal Eldorado,(002) Adulto Mayor,(2) tullave Plus,2675
3/5/20,(10000) Portal 20 de Julio,(002) Adulto Mayor,(2) tullave Plus,1789
3/5/20,(04000) Cabecera Calle 80,(002) Adulto Mayor,(2) tullave Plus,5024
3/5/20,(03000) Portal Suba,(002) Adulto Mayor,(2) tullave Plus,4015
3/5/20,(12003) Ricaurte,(002) Adulto Mayor,(2) tullave Plus,355
3/5/20,(40000) Cable Portal Tunal,(002) Adulto Mayor,(2) tullave Plus,489
3/5/20,(07000) Portal Sur,(005) Discapacidad,(2) tullave Plus,1418
3/5/20,(04100) Carrera 77,(005) Discapacidad,(2) tullave Plus,161
3/5/20,(09100) Calle 40 Sur,(005) Discapacidad,(2) tullave Plus,567
3/5/20,(40000) Cable Portal Tunal,(005) Discapacidad,(2) tullave Plus,304
3/5/20,(07000) Portal Sur,(101) Adulto PV,(2) tullave Plus,808
3/5/20,(40000) Cable Portal Tunal,(101) Adulto PV,(2) tullave Plus,80
3/5/20,(09001) Molinos,(005) Discapacidad,(2) tullave Plus,833
3/5/20,(09001) Molinos,(101) Adulto PV,(2) tullave Plus,267
3/5/20,(06111) Universidades,(101) Adulto PV,(2) tullave Plus,354
3/5/20,(05001) Patio Bonito,(101) Adulto PV,(2) tullave Plus,99
3/5/20,(04000) Cabecera Calle 80,(101) Adulto PV,(2) tullave Plus,1046
3/5/20,(05100) Banderas P. Central,(101) Adulto PV,(2) tullave Plus,690
3/5/20,(07002) MADELENA,(101) Adulto PV,(2) tullave Plus,200
3/5/20,(05000) Portal Américas,(101) Adulto PV,(2) tullave Plus,727
3/5/20,(05002) Tintal,(101) Adulto PV,(2) tullave Plus,200
3/5/20,(10002) Av. Primero de Mayo,(101) Adulto PV,(2) tullave Plus,179
3/5/20,(10001) Country Sur,(101) Adulto PV,(2) tullave Plus,124
3/5/20,(07101) CASTELLANA,(101) Adulto PV,(2) tullave Plus,91
3/5/20,(06000) Portal Eldorado,(101) Adulto PV,(2) tullave Plus,1025
3/5/20,(06100) Av. Rojas,(101) Adulto PV,(2) tullave Plus,141
3/5/20,(09104) Restrepo,(101) Adulto PV,(2) tullave Plus,174
3/5/20,(03005) SUBA - AV. BOYACA,(101) Adulto PV,(2) tullave Plus,137
3/5/20,(09101) Quiroga,(101) Adulto PV,(2) tullave Plus,40
3/5/20,(10005) Bicentenario,(101) Adulto PV,(2) tullave Plus,63
3/5/20,(07009) SENA,(101) Adulto PV,(2) tullave Plus,129
3/5/20,(03001) LA CAMPIÑA,(101) Adulto PV,(2) tullave Plus,220
3/5/20,(04003) Avenida Ciudad de Cali,(101) Adulto PV,(2) tullave Plus,151
3/5/20,(04105) Carrera 53,(101) Adulto PV,(2) tullave Plus,59
3/5/20,(10010) San Bernardo,(101) Adulto PV,(2) tullave Plus,72
3/5/20,(07010) Bosa,(101) Adulto PV,(2) tullave Plus,75
3/5/20,(03000) Portal Suba,(101) Adulto PV,(2) tullave Plus,1186
3/5/20,(07113) SANTA ISABEL,(101) Adulto PV,(2) tullave Plus,85
3/5/20,(04102) Avenida Boyaca,(101) Adulto PV,(2) tullave Plus,150
3/5/20,(07106) EL CAMPIN,(101) Adulto PV,(2) tullave Plus,212
3/5/20,(08000) Portal Tunal,(101) Adulto PV,(2) tullave Plus,287
3/5/20,(04100) Carrera 77,(101) Adulto PV,(2) tullave Plus,107
3/5/20,(12001) Carrera 43,(101) Adulto PV,(2) tullave Plus,112
3/5/20,(07005) ALQUERIA,(101) Adulto PV,(2) tullave Plus,86
3/5/20,(06108) Concejo de Bogotá,(101) Adulto PV,(2) tullave Plus,67
3/5/20,(07001) PERDOMO,(101) Adulto PV,(2) tullave Plus,121
3/5/20,(05103) Marsella,(101) Adulto PV,(2) tullave Plus,100
3/5/20,(08001) Parque el Tunal,(101) Adulto PV,(2) tullave Plus,40
3/5/20,(09111) Calle 19,(101) Adulto PV,(2) tullave Plus,143
3/5/20,(03006) NIZA - CALLE 127,(101) Adulto PV,(2) tullave Plus,177
3/5/20,(04001) Quirigua,(101) Adulto PV,(2) tullave Plus,61
3/5/20,(09118) Marly,(101) Adulto PV,(2) tullave Plus,413
3/5/20,(03009) Av. Suba- Calle 116,(101) Adulto PV,(2) tullave Plus,202
3/5/20,(09002) Consuelo,(101) Adulto PV,(2) tullave Plus,46
3/5/20,(07201) Guatoque -Veraguas,(101) Adulto PV,(2) tullave Plus,47
3/5/20,(06109) Centro Memoria,(101) Adulto PV,(2) tullave Plus,93
3/5/20,(07112) COMUNEROS,(101) Adulto PV,(2) tullave Plus,160
3/5/20,(07006) General Santander,(101) Adulto PV,(2) tullave Plus,117
3/5/20,(04101) Minuto de Dios,(101) Adulto PV,(2) tullave Plus,139
3/5/20,(09000) Cabecera Usme,(101) Adulto PV,(2) tullave Plus,510
3/5/20,(03011) SUBA - CALLE 100,(101) Adulto PV,(2) tullave Plus,262
3/5/20,(07111) NQS - RICAURTE,(101) Adulto PV,(2) tullave Plus,152
3/5/20,(40001) Juan Pablo II,(101) Adulto PV,(2) tullave Plus,26
3/5/20,(06102) Salitre El Greco,(101) Adulto PV,(2) tullave Plus,157
3/5/20,(09119) Calle 57,(101) Adulto PV,(2) tullave Plus,277
3/5/20,(09004) Santa Lucía,(101) Adulto PV,(2) tullave Plus,107
3/5/20,(10000) Portal 20 de Julio,(101) Adulto PV,(2) tullave Plus,279
3/5/20,(06001) Modelia,(101) Adulto PV,(2) tullave Plus,142
3/5/20,(07110) PALOQUEMAO,(101) Adulto PV,(2) tullave Plus,152
3/5/20,(05101) Mandalay - Cr.73,(101) Adulto PV,(2) tullave Plus,30
3/5/20,(05102) Av. Américas - Av. Boyacá,(101) Adulto PV,(2) tullave Plus,68
3/5/20,(07004) VENECIA,(101) Adulto PV,(2) tullave Plus,163
3/5/20,(02104) Calle 146,(101) Adulto PV,(2) tullave Plus,395
3/5/20,(02105) Calle 142,(101) Adulto PV,(2) tullave Plus,362
3/5/20,(02001) Centro Comercial Santa Fe,(101) Adulto PV,(2) tullave Plus,253
3/5/20,(02000) Cabecera Autopista Norte,(101) Adulto PV,(2) tullave Plus,1174
3/5/20,(02202) Calle 127,(101) Adulto PV,(2) tullave Plus,336
3/5/20,(02201) Prado,(101) Adulto PV,(2) tullave Plus,247
3/5/20,(02300) Calle 100,(101) Adulto PV,(2) tullave Plus,780
3/5/20,(02101) Toberín,(101) Adulto PV,(2) tullave Plus,750
3/5/20,(02200) Alcalá,(101) Adulto PV,(2) tullave Plus,708
3/5/20,(02103) Mazurén,(101) Adulto PV,(2) tullave Plus,176
3/5/20,(02102) Calle 161,(101) Adulto PV,(2) tullave Plus,112
3/5/20,(05001) Patio Bonito,(005) Discapacidad,(2) tullave Plus,296
3/5/20,(05000) Portal Américas,(005) Discapacidad,(2) tullave Plus,2064
3/5/20,(05002) Tintal,(005) Discapacidad,(2) tullave Plus,326
3/5/20,(06111) Universidades,(005) Discapacidad,(2) tullave Plus,216
3/5/20,(07109) CAD,(005) Discapacidad,(2) tullave Plus,220
3/5/20,(07111) NQS - RICAURTE,(005) Discapacidad,(2) tullave Plus,215
3/5/20,(05100) Banderas P. Central,(005) Discapacidad,(2) tullave Plus,853
3/5/20,(09111) Calle 19,(005) Discapacidad,(2) tullave Plus,309
3/5/20,(04101) Minuto de Dios,(005) Discapacidad,(2) tullave Plus,164
3/5/20,(07110) PALOQUEMAO,(005) Discapacidad,(2) tullave Plus,199
3/5/20,(06000) Portal Eldorado,(005) Discapacidad,(2) tullave Plus,1203
3/5/20,(05102) Av. Américas - Av. Boyacá,(005) Discapacidad,(2) tullave Plus,89
3/5/20,(04000) Cabecera Calle 80,(005) Discapacidad,(2) tullave Plus,979
3/5/20,(06002) Normandía,(005) Discapacidad,(2) tullave Plus,94
3/5/20,(04003) Avenida Ciudad de Cali,(005) Discapacidad,(2) tullave Plus,166
3/5/20,(09117) Calle 45,(005) Discapacidad,(2) tullave Plus,489
3/5/20,(09122) Calle 72,(005) Discapacidad,(2) tullave Plus,454
3/5/20,(06109) Centro Memoria,(005) Discapacidad,(2) tullave Plus,145
3/5/20,(06102) Salitre El Greco,(005) Discapacidad,(2) tullave Plus,189
3/5/20,(03001) LA CAMPIÑA,(005) Discapacidad,(2) tullave Plus,157
3/5/20,(05103) Marsella,(005) Discapacidad,(2) tullave Plus,134
3/5/20,(09118) Marly,(005) Discapacidad,(2) tullave Plus,941
3/5/20,(07104) Simon Bolivar,(005) Discapacidad,(2) tullave Plus,153
3/5/20,(03003) 21 ANGELES,(005) Discapacidad,(2) tullave Plus,34
3/5/20,(07201) Guatoque -Veraguas,(005) Discapacidad,(2) tullave Plus,73
3/5/20,(03005) SUBA - AV. BOYACA,(005) Discapacidad,(2) tullave Plus,81
3/5/20,(03000) Portal Suba,(005) Discapacidad,(2) tullave Plus,1227
3/5/20,(07108) Av. El Dorado,(005) Discapacidad,(2) tullave Plus,71
3/5/20,(12007) Zona Industrial,(005) Discapacidad,(2) tullave Plus,124
3/5/20,(06107) Ciudad Universitaria,(005) Discapacidad,(2) tullave Plus,138
3/5/20,(12001) Carrera 43,(005) Discapacidad,(2) tullave Plus,118
3/5/20,(05005) Transversal 86,(005) Discapacidad,(2) tullave Plus,74
3/5/20,(07103) AV. CHILE,(005) Discapacidad,(2) tullave Plus,292
3/5/20,(03002) SUBA - TV- 91,(005) Discapacidad,(2) tullave Plus,189
3/5/20,(09115) Calle 34,(005) Discapacidad,(2) tullave Plus,400
3/5/20,(04001) Quirigua,(005) Discapacidad,(2) tullave Plus,73
3/5/20,(03006) NIZA - CALLE 127,(005) Discapacidad,(2) tullave Plus,146
3/5/20,(09121) Las Flores,(005) Discapacidad,(2) tullave Plus,457
3/5/20,(06100) Av. Rojas,(005) Discapacidad,(2) tullave Plus,108
3/5/20,(07101) CASTELLANA,(005) Discapacidad,(2) tullave Plus,74
3/5/20,(04102) Avenida Boyaca,(005) Discapacidad,(2) tullave Plus,96
3/5/20,(03011) SUBA - CALLE 100,(005) Discapacidad,(2) tullave Plus,200
3/5/20,(05105) Pradera,(005) Discapacidad,(2) tullave Plus,324
3/5/20,(07112) COMUNEROS,(005) Discapacidad,(2) tullave Plus,209
3/5/20,(07002) MADELENA,(005) Discapacidad,(2) tullave Plus,105
3/5/20,(07010) Bosa,(005) Discapacidad,(2) tullave Plus,114
3/5/20,(07001) PERDOMO,(005) Discapacidad,(2) tullave Plus,119
3/5/20,(07113) SANTA ISABEL,(005) Discapacidad,(2) tullave Plus,120
3/5/20,(07005) ALQUERIA,(005) Discapacidad,(2) tullave Plus,167
3/5/20,(07003) SEVILLANA,(005) Discapacidad,(2) tullave Plus,93
3/5/20,(07004) VENECIA,(005) Discapacidad,(2) tullave Plus,209
3/5/20,(07006) General Santander,(005) Discapacidad,(2) tullave Plus,192
3/5/20,(07009) SENA,(005) Discapacidad,(2) tullave Plus,206
3/5/20,(02201) Prado,(005) Discapacidad,(2) tullave Plus,154
3/5/20,(02105) Calle 142,(005) Discapacidad,(2) tullave Plus,139
3/5/20,(02101) Toberín,(005) Discapacidad,(2) tullave Plus,244
3/5/20,(02000) Cabecera Autopista Norte,(005) Discapacidad,(2) tullave Plus,1075
3/5/20,(02200) Alcalá,(005) Discapacidad,(2) tullave Plus,302
3/5/20,(02300) Calle 100,(005) Discapacidad,(2) tullave Plus,634
3/5/20,(02102) Calle 161,(005) Discapacidad,(2) tullave Plus,83
3/5/20,(02302) Virrey,(005) Discapacidad,(2) tullave Plus,220
3/5/20,(02104) Calle 146,(005) Discapacidad,(2) tullave Plus,153
3/5/20,(10003) Ciudad Jardín,(005) Discapacidad,(2) tullave Plus,69
3/5/20,(10001) Country Sur,(005) Discapacidad,(2) tullave Plus,302
3/5/20,(10000) Portal 20 de Julio,(005) Discapacidad,(2) tullave Plus,1088
3/5/20,(10005) Bicentenario,(005) Discapacidad,(2) tullave Plus,163
3/5/20,(10007) Las Nieves,(005) Discapacidad,(2) tullave Plus,302
3/5/20,(10009) Museo Nacional,(005) Discapacidad,(2) tullave Plus,301
3/5/20,(10008) San Diego,(005) Discapacidad,(2) tullave Plus,139
3/5/20,(10002) Av. Primero de Mayo,(005) Discapacidad,(2) tullave Plus,610
3/5/20,(10010) San Bernardo,(005) Discapacidad,(2) tullave Plus,236
3/5/20,(08000) Portal Tunal,(005) Discapacidad,(2) tullave Plus,1565
3/5/20,(09000) Cabecera Usme,(005) Discapacidad,(2) tullave Plus,1954
3/5/20,(09004) Santa Lucía,(005) Discapacidad,(2) tullave Plus,422
3/5/20,(08001) Parque el Tunal,(005) Discapacidad,(2) tullave Plus,119
3/5/20,(09104) Restrepo,(005) Discapacidad,(2) tullave Plus,726
3/5/20,(09106) Nariño,(005) Discapacidad,(2) tullave Plus,160
3/5/20,(08002) Biblioteca,(005) Discapacidad,(2) tullave Plus,142
3/5/20,(09101) Quiroga,(005) Discapacidad,(2) tullave Plus,189
3/5/20,(09105) Río Fucha,(005) Discapacidad,(2) tullave Plus,185
3/5/20,(09002) Consuelo,(005) Discapacidad,(2) tullave Plus,121
3/5/20,(09103) Olaya,(005) Discapacidad,(2) tullave Plus,403
3/5/20,(02202) Calle 127,(005) Discapacidad,(2) tullave Plus,294
3/5/20,(09115) Calle 34,(101) Adulto PV,(2) tullave Plus,346
3/5/20,(02205) Calle 106,(101) Adulto PV,(2) tullave Plus,231
3/5/20,(06002) Normandía,(101) Adulto PV,(2) tullave Plus,128
3/5/20,(07108) Av. El Dorado,(101) Adulto PV,(2) tullave Plus,99
3/5/20,(09103) Olaya,(101) Adulto PV,(2) tullave Plus,116
3/5/20,(09108) Hospital,(101) Adulto PV,(2) tullave Plus,16
3/5/20,(07109) CAD,(101) Adulto PV,(2) tullave Plus,201
3/5/20,(05107) Américas - Cr.53,(101) Adulto PV,(2) tullave Plus,165
3/5/20,(12007) Zona Industrial,(101) Adulto PV,(2) tullave Plus,74
3/5/20,(40003) Mirador del Paraiso,(101) Adulto PV,(2) tullave Plus,39
3/5/20,(12003) Ricaurte,(101) Adulto PV,(2) tullave Plus,69
3/5/20,(40002) Manitas,(101) Adulto PV,(2) tullave Plus,21
3/5/20,(10003) Ciudad Jardín,(101) Adulto PV,(2) tullave Plus,27
3/5/20,(10008) San Diego,(101) Adulto PV,(2) tullave Plus,102
3/5/20,(10004) Policarpa,(101) Adulto PV,(2) tullave Plus,34
3/5/20,(07107) U. NACIONAL,(101) Adulto PV,(2) tullave Plus,194
3/5/20,(07102) NQS - CALLE 75,(101) Adulto PV,(2) tullave Plus,117
3/5/20,(07104) Simon Bolivar,(101) Adulto PV,(2) tullave Plus,103
3/5/20,(07105) MOVISTAR ARENA,(101) Adulto PV,(2) tullave Plus,107
3/5/20,(04004) La Granja,(101) Adulto PV,(2) tullave Plus,105
3/5/20,(04106) Carrera 47,(101) Adulto PV,(2) tullave Plus,59
3/5/20,(04108) El Polo,(101) Adulto PV,(2) tullave Plus,91
3/5/20,(04103) Las Ferias,(101) Adulto PV,(2) tullave Plus,63
3/5/20,(06106) Recinto Ferial,(101) Adulto PV,(2) tullave Plus,131
3/5/20,(06101) El Tiempo,(101) Adulto PV,(2) tullave Plus,242
3/5/20,(03007) HUMEDAL CORDOBA,(101) Adulto PV,(2) tullave Plus,27
3/5/20,(03014) SAN MARTIN,(101) Adulto PV,(2) tullave Plus,25
3/5/20,(03013) RIO NEGRO,(101) Adulto PV,(2) tullave Plus,71
3/5/20,(03012) SUBA - CALLE 95,(101) Adulto PV,(2) tullave Plus,141
3/5/20,(03010) PUENTE LARGO,(101) Adulto PV,(2) tullave Plus,109
3/5/20,(09123) Calle 76,(101) Adulto PV,(2) tullave Plus,473
3/5/20,(09117) Calle 45,(101) Adulto PV,(2) tullave Plus,449
3/5/20,(09121) Las Flores,(101) Adulto PV,(2) tullave Plus,284
3/5/20,(09122) Calle 72,(101) Adulto PV,(2) tullave Plus,545
3/5/20,(03004) GRATAMIRA,(101) Adulto PV,(2) tullave Plus,20
3/5/20,(10006) San Victorino,(101) Adulto PV,(2) tullave Plus,155
3/5/20,(04107) Escuela Militar,(101) Adulto PV,(2) tullave Plus,51
3/5/20,(09114) Calle 26,(101) Adulto PV,(2) tullave Plus,336
3/5/20,(10009) Museo Nacional,(101) Adulto PV,(2) tullave Plus,307
3/5/20,(09120) Calle 63,(101) Adulto PV,(2) tullave Plus,454
3/5/20,(09113) Calle 22,(101) Adulto PV,(2) tullave Plus,63
3/5/20,(06104) Gobernación,(101) Adulto PV,(2) tullave Plus,97
3/5/20,(07200) Tygua-San José,(101) Adulto PV,(2) tullave Plus,37
3/5/20,(07103) AV. CHILE,(101) Adulto PV,(2) tullave Plus,171
3/5/20,(09110) Avenida Jimenez,(101) Adulto PV,(2) tullave Plus,298
3/5/20,(06105) Quinta Paredes,(101) Adulto PV,(2) tullave Plus,62
3/5/20,(04104) Avenida 68,(101) Adulto PV,(2) tullave Plus,187
3/5/20,(06103) CAN,(101) Adulto PV,(2) tullave Plus,173
3/5/20,(12004) Carrera 22,(101) Adulto PV,(2) tullave Plus,56
3/5/20,(14004) Museo del Oro,(101) Adulto PV,(2) tullave Plus,331
3/5/20,(04002) Carrera 90,(101) Adulto PV,(2) tullave Plus,105
3/5/20,(03002) SUBA - TV- 91,(101) Adulto PV,(2) tullave Plus,186
3/5/20,(03003) 21 ANGELES,(101) Adulto PV,(2) tullave Plus,59
3/5/20,(50003) Corral Molinos,(101) Adulto PV,(2) tullave Plus,81
3/5/20,(09105) Río Fucha,(101) Adulto PV,(2) tullave Plus,56
3/5/20,(09106) Nariño,(101) Adulto PV,(2) tullave Plus,55
3/5/20,(09100) Calle 40 Sur,(101) Adulto PV,(2) tullave Plus,162
3/5/20,(09107) Hortúa,(101) Adulto PV,(2) tullave Plus,81
3/5/20,(08002) Biblioteca,(101) Adulto PV,(2) tullave Plus,20
3/5/20,(09003) Socorro,(101) Adulto PV,(2) tullave Plus,33
3/5/20,(09109) Tercer Milenio,(101) Adulto PV,(2) tullave Plus,38
3/5/20,(05105) Pradera,(101) Adulto PV,(2) tullave Plus,180
3/5/20,(05005) Transversal 86,(101) Adulto PV,(2) tullave Plus,90
3/5/20,(02304) Heroes,(101) Adulto PV,(2) tullave Plus,402
3/5/20,(02204) Pepe Sierra,(101) Adulto PV,(2) tullave Plus,326
3/5/20,(02502) Terminal,(101) Adulto PV,(2) tullave Plus,238
3/5/20,(02302) Virrey,(101) Adulto PV,(2) tullave Plus,337
3/5/20,(57503) Ampliacion San Mateo,(101) Adulto PV,(2) tullave Plus,213
3/5/20,(07003) SEVILLANA,(101) Adulto PV,(2) tullave Plus,73
3/5/20,(07506) DESPENSA,(101) Adulto PV,(2) tullave Plus,41
3/5/20,(07007) NQS - Calle 38A Sur,(101) Adulto PV,(2) tullave Plus,147
3/5/20,(07008) NQS - Calle 30 Sur,(101) Adulto PV,(2) tullave Plus,44
3/5/20,(07503) SAN MATEO,(101) Adulto PV,(2) tullave Plus,602
3/5/20,(07505) LEON XIII,(101) Adulto PV,(2) tullave Plus,162
3/5/20,(07504) TERREROS,(101) Adulto PV,(2) tullave Plus,413
3/5/20,(09116) Avenida 39,(101) Adulto PV,(2) tullave Plus,233
3/5/20,(14005) Las Aguas,(101) Adulto PV,(2) tullave Plus,297
3/5/20,(14001) La Sabana,(101) Adulto PV,(2) tullave Plus,42
3/5/20,(06107) Ciudad Universitaria,(101) Adulto PV,(2) tullave Plus,122
3/5/20,(02303) Calle 85,(101) Adulto PV,(2) tullave Plus,437
3/5/20,(09113) Calle 22,(005) Discapacidad,(2) tullave Plus,215
3/5/20,(09116) Avenida 39,(005) Discapacidad,(2) tullave Plus,247
3/5/20,(09123) Calle 76,(005) Discapacidad,(2) tullave Plus,530
3/5/20,(07102) NQS - CALLE 75,(005) Discapacidad,(2) tullave Plus,113
3/5/20,(14005) Las Aguas,(005) Discapacidad,(2) tullave Plus,211
3/5/20,(07106) EL CAMPIN,(005) Discapacidad,(2) tullave Plus,185
3/5/20,(07107) U. NACIONAL,(005) Discapacidad,(2) tullave Plus,155
3/5/20,(12003) Ricaurte,(005) Discapacidad,(2) tullave Plus,111
3/5/20,(09119) Calle 57,(005) Discapacidad,(2) tullave Plus,371
3/5/20,(07105) MOVISTAR ARENA,(005) Discapacidad,(2) tullave Plus,116
3/5/20,(09114) Calle 26,(005) Discapacidad,(2) tullave Plus,192
3/5/20,(09110) Avenida Jimenez,(005) Discapacidad,(2) tullave Plus,869
3/5/20,(03007) HUMEDAL CORDOBA,(005) Discapacidad,(2) tullave Plus,29
3/5/20,(14004) Museo del Oro,(005) Discapacidad,(2) tullave Plus,314
3/5/20,(07200) Tygua-San José,(005) Discapacidad,(2) tullave Plus,74
3/5/20,(03010) PUENTE LARGO,(005) Discapacidad,(2) tullave Plus,129
3/5/20,(12000) Puente Aranda,(005) Discapacidad,(2) tullave Plus,33
3/5/20,(12004) Carrera 22,(005) Discapacidad,(2) tullave Plus,113
3/5/20,(12002) CDS - Carrera 32,(005) Discapacidad,(2) tullave Plus,69
3/5/20,(03009) Av. Suba- Calle 116,(005) Discapacidad,(2) tullave Plus,169
3/5/20,(14001) La Sabana,(005) Discapacidad,(2) tullave Plus,103
3/5/20,(03012) SUBA - CALLE 95,(005) Discapacidad,(2) tullave Plus,129
3/5/20,(06101) El Tiempo,(005) Discapacidad,(2) tullave Plus,199
3/5/20,(06106) Recinto Ferial,(005) Discapacidad,(2) tullave Plus,108
3/5/20,(06001) Modelia,(005) Discapacidad,(2) tullave Plus,92
3/5/20,(06103) CAN,(005) Discapacidad,(2) tullave Plus,128
3/5/20,(06105) Quinta Paredes,(005) Discapacidad,(2) tullave Plus,35
3/5/20,(06104) Gobernación,(005) Discapacidad,(2) tullave Plus,89
3/5/20,(50006) Corral Carrera 77,(005) Discapacidad,(2) tullave Plus,5
3/5/20,(04103) Las Ferias,(005) Discapacidad,(2) tullave Plus,65
3/5/20,(04106) Carrera 47,(005) Discapacidad,(2) tullave Plus,73
3/5/20,(04002) Carrera 90,(005) Discapacidad,(2) tullave Plus,108
3/5/20,(04004) La Granja,(005) Discapacidad,(2) tullave Plus,100
3/5/20,(04104) Avenida 68,(005) Discapacidad,(2) tullave Plus,164
3/5/20,(04105) Carrera 53,(005) Discapacidad,(2) tullave Plus,87
3/5/20,(04108) El Polo,(005) Discapacidad,(2) tullave Plus,113
3/5/20,(04107) Escuela Militar,(005) Discapacidad,(2) tullave Plus,34
3/5/20,(09120) Calle 63,(005) Discapacidad,(2) tullave Plus,659
3/5/20,(03004) GRATAMIRA,(005) Discapacidad,(2) tullave Plus,24
3/5/20,(10004) Policarpa,(005) Discapacidad,(2) tullave Plus,77
3/5/20,(10006) San Victorino,(005) Discapacidad,(2) tullave Plus,300
3/5/20,(40003) Mirador del Paraiso,(005) Discapacidad,(2) tullave Plus,192
3/5/20,(40001) Juan Pablo II,(005) Discapacidad,(2) tullave Plus,108
3/5/20,(40002) Manitas,(005) Discapacidad,(2) tullave Plus,57
3/5/20,(02304) Heroes,(005) Discapacidad,(2) tullave Plus,338
3/5/20,(02303) Calle 85,(005) Discapacidad,(2) tullave Plus,287
3/5/20,(02001) Centro Comercial Santa Fe,(005) Discapacidad,(2) tullave Plus,87
3/5/20,(02502) Terminal,(005) Discapacidad,(2) tullave Plus,92
3/5/20,(02204) Pepe Sierra,(005) Discapacidad,(2) tullave Plus,242
3/5/20,(02103) Mazurén,(005) Discapacidad,(2) tullave Plus,54
3/5/20,(02205) Calle 106,(005) Discapacidad,(2) tullave Plus,230
3/5/20,(05107) Américas - Cr.53,(005) Discapacidad,(2) tullave Plus,164
3/5/20,(57503) Ampliacion San Mateo,(005) Discapacidad,(2) tullave Plus,164
3/5/20,(07503) SAN MATEO,(005) Discapacidad,(2) tullave Plus,543
3/5/20,(07008) NQS - Calle 30 Sur,(005) Discapacidad,(2) tullave Plus,63
3/5/20,(07007) NQS - Calle 38A Sur,(005) Discapacidad,(2) tullave Plus,139
3/5/20,(07506) DESPENSA,(005) Discapacidad,(2) tullave Plus,52
3/5/20,(07504) TERREROS,(005) Discapacidad,(2) tullave Plus,297
3/5/20,(07505) LEON XIII,(005) Discapacidad,(2) tullave Plus,157
3/5/20,(09109) Tercer Milenio,(005) Discapacidad,(2) tullave Plus,113
3/5/20,(09107) Hortúa,(005) Discapacidad,(2) tullave Plus,392
3/5/20,(09003) Socorro,(005) Discapacidad,(2) tullave Plus,114
3/5/20,(50002) Corral Calle 40 Sur,(005) Discapacidad,(2) tullave Plus,10
3/5/20,(50003) Corral Molinos,(005) Discapacidad,(2) tullave Plus,271
3/4/20,(02000) Cabecera Autopista Norte,(005) Discapacidad,(2) tullave Plus,1097
3/4/20,(02200) Alcalá,(005) Discapacidad,(2) tullave Plus,310
3/4/20,(02303) Calle 85,(005) Discapacidad,(2) tullave Plus,295
3/4/20,(02105) Calle 142,(005) Discapacidad,(2) tullave Plus,147
3/4/20,(02300) Calle 100,(005) Discapacidad,(2) tullave Plus,657
3/4/20,(02104) Calle 146,(005) Discapacidad,(2) tullave Plus,156
3/4/20,(02205) Calle 106,(005) Discapacidad,(2) tullave Plus,218
